target_id	length	eff_length	est_counts	tpm
nHd.2.3.1.t00525-RA	2292	2114.34	7712	20.2132
nHd.2.3.1.t12265-RA	273	106.01	190	9.93226
nHd.2.3.1.t17453-RA	1314	1136.34	2609	12.7236
nHd.2.3.1.t15186-RA	432	255.692	18	0.390119
nHd.2.3.1.t03695-RA	1239	1061.34	3491.98	18.2331
nHd.2.3.1.t10380-RA	2949	2771.34	3752.73	7.50412
nHd.2.3.1.t11232-RA	1374	1196.34	30291	140.314
nHd.2.3.1.t22548-RA	598	420.471	28	0.369032
nHd.2.3.1.t03138-RA	627	449.428	537	6.6215
nHd.2.3.1.t10853-RA	501	323.898	1	0.0171094
nHd.2.3.1.t00648-RA	2940	2762.34	1276	2.55986
nHd.2.3.1.t07079-RA	909	731.352	14	0.106083
nHd.2.3.1.t01432-RA	255	90.8522	0	0
nHd.2.3.1.t00552-RA	555	377.59	1058	15.5277
nHd.2.3.1.t16926-RA	181	37.2574	136.731	20.3374
nHd.2.3.1.t14509-RA	1284	1106.34	0	0
nHd.2.3.1.t08042-RA	1002	824.336	15234	102.412
nHd.2.3.1.t21490-RA	243	81.0664	864.645	59.1071
nHd.2.3.1.t05906-RA	906	728.352	92	0.699985
nHd.2.3.1.t18905-RA	984	806.336	31	0.213053
nHd.2.3.1.t21103-RA	274	106.895	112	5.80636
nHd.2.3.1.t08859-RA	774	596.378	35	0.325228
nHd.2.3.1.t09842-RA	1389	1211.34	1932	8.83862
nHd.2.3.1.t19734-RA	249	85.8861	566	36.5204
nHd.2.3.1.t02304-RA	627	449.428	2709	33.4034
nHd.2.3.1.t18950-RA	801	623.378	710.265	6.31409
nHd.2.3.1.t16602-RA	891	713.366	3	0.0233051
nHd.2.3.1.t07732-RA	2382	2204.34	8931.73	22.4543
nHd.2.3.1.t16924-RA	375	200.251	128.785	3.56394
nHd.2.3.1.t03914-RA	4779	4601.34	8296	9.99141
nHd.2.3.1.t11288-RA	213	58.1725	0	0
nHd.2.3.1.t19502-RA	790	612.378	445	4.02701
nHd.2.3.1.t07063-RA	1182	1004.34	4825	26.6232
nHd.2.3.1.t02273-RA	1626	1448.34	2459	9.40874
nHd.2.3.1.t15726-RA	918	740.352	200.359	1.49973
nHd.2.3.1.t14156-RA	363	188.683	39	1.14545
nHd.2.3.1.t14222-RA	428	251.778	304.239	6.69636
nHd.2.3.1.t12892-RA	7755	7577.34	5878.55	4.29928
nHd.2.3.1.t18084-RA	213	58.1725	7	0.666841
nHd.2.3.1.t22651-RA	393	217.608	6.14695	0.15654
nHd.2.3.1.t18026-RA	360	185.83	651	19.4136
nHd.2.3.1.t03216-RA	2745	2567.34	33151	71.5576
nHd.2.3.1.t02349-RA	747	569.39	229	2.22878
nHd.2.3.1.t15536-RA	1737	1559.34	61	0.216786
nHd.2.3.1.t06144-RA	2088	1910.34	4196	12.1722
nHd.2.3.1.t12286-RA	585	407.512	228	3.10053
nHd.2.3.1.t18877-RA	2112	1934.34	1288	3.69
nHd.2.3.1.t00108-RA	1620	1442.34	4000	15.3686
nHd.2.3.1.t20984-RA	570	392.544	336.998	4.75752
nHd.2.3.1.t06802-RA	5691	5513.34	1698	1.70673
nHd.2.3.1.t02020-RA	1029	851.336	3	0.0195282
nHd.2.3.1.t18447-RA	120	15.0121	783	289.043
nHd.2.3.1.t14598-RA	846	668.366	1131	9.37757
nHd.2.3.1.t10555-RA	639	461.419	211	2.53413
nHd.2.3.1.t11660-RA	1932	1754.34	133	0.420127
nHd.2.3.1.t21770-RA	370	195.415	1995.38	56.5862
nHd.2.3.1.t14244-RA	1953	1775.34	5045	15.7479
nHd.2.3.1.t15973-RA	228	69.2359	57	4.56232
nHd.2.3.1.t20836-RA	265	99.202	559	31.2272
nHd.2.3.1.t20890-RA	653	475.41	1037	12.088
nHd.2.3.1.t07830-RA	358	183.905	3	0.0904002
nHd.2.3.1.t14460-RA	678	500.39	54	0.598036
nHd.2.3.1.t19023-RA	603	425.463	1528	19.9023
nHd.2.3.1.t01165-RA	246	83.4606	2	0.132798
nHd.2.3.1.t06191-RA	3492	3314.34	5165.32	8.6366
nHd.2.3.1.t04675-RA	369	194.446	3	0.0854995
nHd.2.3.1.t01226-RA	3426	3248.34	4501.43	7.67947
nHd.2.3.1.t09935-RA	648	470.41	8377	98.6858
nHd.2.3.1.t22102-RA	233	73.1338	67.2574	5.09641
nHd.2.3.1.t18647-RA	1950	1772.34	17.9185	0.0560271
nHd.2.3.1.t17455-RA	1368	1190.34	159	0.740235
nHd.2.3.1.t03309-RA	1173	995.336	43.5817	0.242648
nHd.2.3.1.t04838-RA	1062	884.336	10187	63.8368
nHd.2.3.1.t04316-RA	714	536.39	106	1.09513
nHd.2.3.1.t16230-RA	1452	1274.34	2110	9.17573
nHd.2.3.1.t20094-RA	944	766.352	3851	27.8476
nHd.2.3.1.t09987-RA	309	138.12	58.2124	2.33561
nHd.2.3.1.t15907-RA	432	255.692	4306	93.3252
nHd.2.3.1.t13418-RA	237	76.3058	112.71	8.18556
nHd.2.3.1.t04759-RA	282	113.867	23.0928	1.12388
nHd.2.3.1.t11094-RA	1935	1757.34	26267	82.8319
nHd.2.3.1.t09742-RA	1185	1007.34	4369	24.0353
nHd.2.3.1.t05424-RA	1005	827.336	2911.67	19.503
nHd.2.3.1.t03937-RA	2097	1919.34	1652	4.76981
nHd.2.3.1.t06463-RA	2733	2555.34	23483	50.9269
nHd.2.3.1.t21301-RA	445	268.462	126	2.60094
nHd.2.3.1.t22335-RA	119	14.9944	218.079	80.5984
nHd.2.3.1.t01749-RA	1734	1556.34	13339	47.4965
nHd.2.3.1.t02001-RA	948	770.352	503	3.61844
nHd.2.3.1.t17743-RA	1110	932.336	81	0.481454
nHd.2.3.1.t17593-RA	342	168.778	3	0.0985023
nHd.2.3.1.t04350-RA	219	62.5075	48	4.25551
nHd.2.3.1.t06758-RA	2520	2342.34	495	1.17111
nHd.2.3.1.t01960-RA	399	223.431	2266	56.2028
nHd.2.3.1.t18757-RA	1177	999.336	885	4.90765
nHd.2.3.1.t01795-RA	267	100.873	5800	318.637
nHd.2.3.1.t04070-RA	213	58.1725	373	35.5331
nHd.2.3.1.t06310-RA	978	800.336	9837	68.1134
nHd.2.3.1.t02625-RA	216	60.3528	0	0
nHd.2.3.1.t11476-RA	516	338.819	20.8488	0.341
nHd.2.3.1.t02670-RA	660	482.4	6437	73.9466
nHd.2.3.1.t17775-RA	1929	1751.34	509.147	1.61108
nHd.2.3.1.t15024-RA	246	83.4606	232.375	15.4295
nHd.2.3.1.t09396-RA	231	71.5571	4.00286	0.309999
nHd.2.3.1.t13441-RA	549	371.635	723.473	10.7882
nHd.2.3.1.t03628-RA	936	758.352	3360	24.5534
nHd.2.3.1.t00130-RA	3516	3338.34	4768	7.91495
nHd.2.3.1.t07445-RA	2835	2657.34	23799	49.6312
nHd.2.3.1.t06859-RA	1443	1265.34	2497	10.9359
nHd.2.3.1.t12906-RA	1263	1085.34	1216.88	6.21337
nHd.2.3.1.t11890-RA	696	518.39	54	0.57727
nHd.2.3.1.t15218-RA	2256	2078.34	4	0.0106656
nHd.2.3.1.t06327-RA	681	503.39	4410	48.5485
nHd.2.3.1.t11159-RA	729	551.39	11	0.110554
nHd.2.3.1.t18177-RA	294	124.527	153.435	6.82816
nHd.2.3.1.t20071-RA	716	538.39	1841.39	18.9536
nHd.2.3.1.t03999-RA	678	500.39	146	1.61691
nHd.2.3.1.t11447-RA	201	49.7634	0	0
nHd.2.3.1.t15497-RA	141	18.7554	9	2.65924
nHd.2.3.1.t16616-RA	456	279.352	5	0.0991883
nHd.2.3.1.t04450-RA	894	716.366	12796	98.9877
nHd.2.3.1.t01495-RA	1392	1214.34	1584	7.22867
nHd.2.3.1.t07624-RA	1074	896.336	75	0.463695
nHd.2.3.1.t11266-RA	1128	950.336	48	0.279902
nHd.2.3.1.t03145-RA	1752	1574.34	40982.8	144.26
nHd.2.3.1.t08256-RA	2046	1868.34	3960	11.7458
nHd.2.3.1.t18259-RA	1029	851.336	945	6.15138
nHd.2.3.1.t09003-RA	381	206.022	600	16.1391
nHd.2.3.1.t09148-RA	1410	1232.34	11964	53.8009
nHd.2.3.1.t22087-RA	150	21.8511	577.665	146.502
nHd.2.3.1.t08971-RA	201	49.7634	19	2.11585
nHd.2.3.1.t12005-RA	1986	1808.34	1391	4.26275
nHd.2.3.1.t13567-RA	255	90.8522	0	0
nHd.2.3.1.t21428-RA	522	344.757	10	0.160742
nHd.2.3.1.t00620-RA	681	503.39	5439	59.8765
nHd.2.3.1.t06306-RA	687	509.39	6366.22	69.2585
nHd.2.3.1.t01687-RA	360	185.83	30	0.894637
nHd.2.3.1.t02636-RA	2604	2426.34	36680	83.7762
nHd.2.3.1.t00827-RA	255	90.8522	7886.8	481.069
nHd.2.3.1.t02084-RA	1212	1034.34	144	0.771512
nHd.2.3.1.t08625-RA	255	90.8522	5	0.304984
nHd.2.3.1.t10691-RA	1668	1490.34	3184	11.8394
nHd.2.3.1.t02345-RA	390	214.713	20.6242	0.532305
nHd.2.3.1.t12107-RA	963	785.336	4111.92	29.0155
nHd.2.3.1.t17705-RA	593	415.488	4608	61.4605
nHd.2.3.1.t07473-RA	3801	3623.34	4372.82	6.68799
nHd.2.3.1.t02830-RA	2799	2621.34	17052	36.0491
nHd.2.3.1.t14612-RA	1020	842.336	42	0.276316
nHd.2.3.1.t13961-RA	1974	1796.34	1830	5.64554
nHd.2.3.1.t05929-RA	324	151.894	344.769	12.5785
nHd.2.3.1.t10186-RA	390	214.713	6	0.154859
nHd.2.3.1.t16354-RA	372	197.348	2	0.0561617
nHd.2.3.1.t16607-RA	468	291.198	396.213	7.5402
nHd.2.3.1.t04326-RA	2514	2336.34	2011	4.77001
nHd.2.3.1.t18918-RA	222	64.7022	2295	196.565
nHd.2.3.1.t10295-RA	2958	2780.34	52	0.103645
nHd.2.3.1.t08936-RA	384	208.934	5458	144.766
nHd.2.3.1.t02492-RA	1290	1112.34	9541	47.5335
nHd.2.3.1.t00195-RA	603	425.463	8261	107.6
nHd.2.3.1.t00363-RA	1251	1073.34	7051	36.4047
nHd.2.3.1.t13899-RA	2046	1868.34	12911	38.2954
nHd.2.3.1.t15001-RA	3129	2951.34	9591	18.0089
nHd.2.3.1.t13337-RA	2085	1907.34	270	0.784474
nHd.2.3.1.t19069-RA	375	200.251	0	0
nHd.2.3.1.t18338-RA	1800	1622.34	50.0813	0.171071
nHd.2.3.1.t18194-RA	2199	2021.34	5021.87	13.7679
nHd.2.3.1.t21894-RA	132	16.4768	59	19.8436
nHd.2.3.1.t08913-RA	519	341.798	121	1.96181
nHd.2.3.1.t10913-RA	261	95.8426	9	0.520386
nHd.2.3.1.t03808-RA	2058	1880.34	4462.91	13.153
nHd.2.3.1.t17124-RA	315	143.543	9	0.347459
nHd.2.3.1.t17810-RA	396	220.507	1794	45.0861
nHd.2.3.1.t17041-RA	3084	2906.34	293	0.558681
nHd.2.3.1.t12230-RA	1722	1544.34	3885.39	13.9423
nHd.2.3.1.t17375-RA	456	279.352	1	0.0198377
nHd.2.3.1.t07400-RA	846	668.366	48962	405.963
nHd.2.3.1.t22797-RA	261	95.8426	0	0
nHd.2.3.1.t04361-RA	3654	3476.34	475	0.757206
nHd.2.3.1.t21247-RA	333	160.33	830.444	28.7037
nHd.2.3.1.t20576-RA	334	161.271	301	10.3431
nHd.2.3.1.t22555-RA	350	176.313	2792	87.7554
nHd.2.3.1.t21764-RA	337	164.035	11	0.371618
nHd.2.3.1.t07319-RA	2352	2174.34	419	1.0679
nHd.2.3.1.t07334-RA	2343	2165.34	479	1.22589
nHd.2.3.1.t08535-RA	1725	1547.34	2134.1	7.64315
nHd.2.3.1.t07109-RA	975	797.336	1960	13.6225
nHd.2.3.1.t21216-RA	210	55.9812	1	0.0989919
nHd.2.3.1.t07821-RA	4155	3977.34	40423	56.322
nHd.2.3.1.t02567-RA	555	377.59	738	10.8312
nHd.2.3.1.t13878-RA	1653	1475.34	71	0.266692
nHd.2.3.1.t19981-RA	116	14.9724	34	12.5843
nHd.2.3.1.t09370-RA	267	100.873	6080	334.019
nHd.2.3.1.t09937-RA	2025	1847.34	61267	183.79
nHd.2.3.1.t09355-RA	618	440.437	1606.93	20.2189
nHd.2.3.1.t13060-RA	5438	5260.34	76	0.0800649
nHd.2.3.1.t14335-RA	1134	956.336	6677.33	38.6932
nHd.2.3.1.t19542-RA	624	446.437	3	0.0372395
nHd.2.3.1.t10475-RA	1887	1709.34	4267	13.8337
nHd.2.3.1.t20901-RA	444	267.478	109	2.2583
nHd.2.3.1.t06548-RA	1854	1676.34	26046	86.1037
nHd.2.3.1.t13327-RA	615	437.437	2812	35.624
nHd.2.3.1.t21693-RA	212	57.4453	43.7001	4.2157
nHd.2.3.1.t00808-RA	807	629.366	3527	31.0559
nHd.2.3.1.t14442-RA	2232	2054.34	3117	8.40829
nHd.2.3.1.t01039-RA	381	206.022	1029.49	27.6917
nHd.2.3.1.t06679-RA	579	401.529	5530.57	76.3301
nHd.2.3.1.t10287-RA	4380	4202.34	5473	7.21733
nHd.2.3.1.t04174-RA	1032	854.336	4372	28.3592
nHd.2.3.1.t03920-RA	3027	2849.34	9469	18.4163
nHd.2.3.1.t22176-RA	494	316.911	1529	26.737
nHd.2.3.1.t17874-RA	2130	1952.34	1958	5.55777
nHd.2.3.1.t05312-RA	375	200.251	4116	113.905
nHd.2.3.1.t14980-RA	3093	2915.34	4670.46	8.87797
nHd.2.3.1.t07089-RA	879	701.366	19706	155.703
nHd.2.3.1.t16373-RA	1359	1181.34	4673	21.9212
nHd.2.3.1.t10134-RA	2388	2210.34	13182	33.0495
nHd.2.3.1.t22711-RA	333	160.33	287	9.91995
nHd.2.3.1.t16010-RA	835	657.366	0	0
nHd.2.3.1.t06196-RA	2433	2255.34	476	1.1696
nHd.2.3.1.t20261-RA	1011	833.336	241	1.60265
nHd.2.3.1.t07060-RA	909	731.352	5	0.0378866
nHd.2.3.1.t02093-RA	495	317.911	4526	78.8954
nHd.2.3.1.t07910-RA	1047	869.336	56.1587	0.357991
nHd.2.3.1.t14943-RA	2769	2591.34	12838	27.4546
nHd.2.3.1.t15936-RA	555	377.59	2	0.0293529
nHd.2.3.1.t08550-RA	246	83.4606	61.9475	4.11324
nHd.2.3.1.t13919-RA	4971	4793.34	1730.45	2.00061
nHd.2.3.1.t00895-RA	261	95.8426	4072	235.446
nHd.2.3.1.t02912-RA	1617	1439.34	9794	37.7086
nHd.2.3.1.t16738-RA	648	470.41	14.6033	0.172035
nHd.2.3.1.t05759-RA	1836	1658.34	5371	17.9484
nHd.2.3.1.t04723-RA	354	180.078	12736	391.935
nHd.2.3.1.t19597-RA	1479	1301.34	228.863	0.974604
nHd.2.3.1.t15198-RA	2187	2009.34	17670.8	48.7356
nHd.2.3.1.t07071-RA	864	686.366	4211.46	34.0032
nHd.2.3.1.t13830-RA	3183	3005.34	425.75	0.785062
nHd.2.3.1.t08257-RA	1518	1340.34	4644	19.2009
nHd.2.3.1.t18697-RA	2832	2654.34	5	0.0104389
nHd.2.3.1.t05104-RA	1446	1268.34	4925	21.5186
nHd.2.3.1.t02792-RA	2826	2648.34	14608.8	30.5691
nHd.2.3.1.t01549-RA	3432	3254.34	69197	117.833
nHd.2.3.1.t08822-RA	1254	1076.34	959.755	4.94145
nHd.2.3.1.t18347-RA	1464	1286.34	37	0.1594
nHd.2.3.1.t07537-RA	3167	2989.34	2928	5.42798
nHd.2.3.1.t12582-RA	2562	2384.34	4514.63	10.4929
nHd.2.3.1.t15245-RA	3846	3668.34	6232	9.41457
nHd.2.3.1.t12273-RA	1980	1802.34	47.4096	0.145772
nHd.2.3.1.t02431-RA	993	815.336	21633	147.036
nHd.2.3.1.t03414-RA	594	416.488	481	6.40007
nHd.2.3.1.t16580-RA	1791	1613.34	14289	49.0816
nHd.2.3.1.t00724-RA	825	647.366	173	1.48094
nHd.2.3.1.t22177-RA	360	185.83	237.667	7.08754
nHd.2.3.1.t07025-RA	1131	953.336	78	0.45341
nHd.2.3.1.t14382-RA	735	557.39	1159	11.523
nHd.2.3.1.t01179-RA	1443	1265.34	101	0.442341
nHd.2.3.1.t06254-RA	5958	5780.34	10415.7	9.98571
nHd.2.3.1.t08448-RA	381	206.022	301	8.09645
nHd.2.3.1.t02489-RA	2367	2189.34	5978	15.1316
nHd.2.3.1.t09063-RA	642	464.41	50.8803	0.607142
nHd.2.3.1.t12865-RA	762	584.39	1596	15.1346
nHd.2.3.1.t11134-RA	3186	3008.34	8559	15.7666
nHd.2.3.1.t17587-RA	618	440.437	79	0.993998
nHd.2.3.1.t13710-RA	1854	1676.34	18024	59.5843
nHd.2.3.1.t17762-RA	621	443.437	1017	12.7096
nHd.2.3.1.t21260-RA	233	73.1338	972	73.653
nHd.2.3.1.t16577-RA	234	73.9186	1	0.0749702
nHd.2.3.1.t22803-RA	291	121.863	1147.78	52.1949
nHd.2.3.1.t06343-RA	1524	1346.34	306	1.25953
nHd.2.3.1.t01038-RA	1827	1649.34	13462	45.2317
nHd.2.3.1.t10437-RA	3069	2891.34	576	1.10399
nHd.2.3.1.t22506-RA	139	18.1299	4	1.22267
nHd.2.3.1.t21798-RA	220	63.2595	165	14.4544
nHd.2.3.1.t13449-RA	654	476.41	97	1.12832
nHd.2.3.1.t14152-RA	348	174.423	1077	34.218
nHd.2.3.1.t16634-RA	1779	1601.34	17	0.0588313
nHd.2.3.1.t09108-RA	2958	2780.34	42762.4	85.2328
nHd.2.3.1.t02522-RA	1368	1190.34	711	3.31011
nHd.2.3.1.t10179-RA	1491	1313.34	6773	28.579
nHd.2.3.1.t20778-RA	335	162.202	29526	1008.77
nHd.2.3.1.t01536-RA	201	49.7634	115	12.8065
nHd.2.3.1.t10435-RA	2023	1845.34	450.8	1.35379
nHd.2.3.1.t08752-RA	756	578.39	4249	40.7106
nHd.2.3.1.t09081-RA	846	668.366	24	0.198994
nHd.2.3.1.t15248-RA	807	629.366	627	5.52086
nHd.2.3.1.t22526-RA	285	116.518	1348	64.1121
nHd.2.3.1.t08075-RA	1647	1469.34	369	1.39171
nHd.2.3.1.t15005-RA	2106	1928.34	6	0.0172429
nHd.2.3.1.t10399-RA	363	188.683	61	1.7916
nHd.2.3.1.t15247-RA	1386	1208.34	7562	34.681
nHd.2.3.1.t02725-RA	813	635.366	699	6.09671
nHd.2.3.1.t14431-RA	561	383.56	397	5.73587
nHd.2.3.1.t07353-RA	1164	986.336	11021	61.921
nHd.2.3.1.t20838-RA	1176	998.336	1367	7.58811
nHd.2.3.1.t07210-RA	2538	2360.34	254	0.596351
nHd.2.3.1.t03072-RA	366	191.575	166	4.80188
nHd.2.3.1.t12486-RA	921	743.352	22	0.16401
nHd.2.3.1.t08495-RA	1083	905.336	44.462	0.272158
nHd.2.3.1.t07486-RA	1389	1211.34	9973.92	45.6293
nHd.2.3.1.t07827-RA	384	208.934	7	0.185665
nHd.2.3.1.t19401-RA	543	365.679	1371	20.7768
nHd.2.3.1.t14093-RA	2553	2375.34	7016	16.3684
nHd.2.3.1.t05744-RA	291	121.863	0.821961	0.0373784
nHd.2.3.1.t17917-RA	2346	2168.34	1332.45	3.40538
nHd.2.3.1.t16046-RA	1203	1025.34	637	3.44283
nHd.2.3.1.t22953-RA	115	14.9936	406.561	150.267
nHd.2.3.1.t12690-RA	639	461.419	10077.6	121.033
nHd.2.3.1.t19418-RA	635	457.419	91.0656	1.10327
nHd.2.3.1.t02515-RA	1473	1295.34	1665.27	7.12434
nHd.2.3.1.t10509-RA	981	803.336	324.448	2.23816
nHd.2.3.1.t20675-RA	403	227.291	560.994	13.6779
nHd.2.3.1.t17900-RA	1017	839.336	0	0
nHd.2.3.1.t03041-RA	1176	998.336	1609.14	8.9322
nHd.2.3.1.t19447-RA	1692	1514.34	241.069	0.882189
nHd.2.3.1.t00298-RA	255	90.8522	1001.28	61.0751
nHd.2.3.1.t10586-RA	1413	1235.34	0	0
nHd.2.3.1.t10956-RA	528	350.736	438	6.92047
nHd.2.3.1.t18023-RA	1635	1457.34	2183.7	8.30379
nHd.2.3.1.t00958-RA	1086	908.336	106.742	0.651228
nHd.2.3.1.t20864-RA	387	211.829	1914.89	50.0959
nHd.2.3.1.t03650-RA	1098	920.336	63	0.379347
nHd.2.3.1.t07834-RA	1278	1100.34	683	3.43983
nHd.2.3.1.t00785-RA	642	464.41	55104	657.543
nHd.2.3.1.t14193-RA	2157	1979.34	7897	22.1098
nHd.2.3.1.t19740-RA	322	150.037	0	0
nHd.2.3.1.t07832-RA	3714	3536.34	2340	3.66695
nHd.2.3.1.t10659-RA	546	368.657	1	0.0150321
nHd.2.3.1.t12683-RA	829	651.366	1299	11.0516
nHd.2.3.1.t20821-RA	1004	826.336	1863	12.4939
nHd.2.3.1.t16786-RA	750	572.39	533.672	5.16683
nHd.2.3.1.t04715-RA	537	359.687	612	9.42908
nHd.2.3.1.t14341-RA	375	200.251	530	14.667
nHd.2.3.1.t22968-RA	342	168.778	79.2792	2.60306
nHd.2.3.1.t14336-RA	1680	1502.34	66416	244.99
nHd.2.3.1.t01586-RA	558	380.575	16507	240.364
nHd.2.3.1.t03209-RA	1170	992.336	9582	53.5106
nHd.2.3.1.t12354-RA	213	58.1725	222	21.1484
nHd.2.3.1.t05828-RA	6585	6407.34	50742	43.8866
nHd.2.3.1.t04790-RA	1521	1343.34	18	0.0742557
nHd.2.3.1.t09555-RA	1386	1208.34	266	1.21993
nHd.2.3.1.t02722-RA	1059	881.336	2649	16.6565
nHd.2.3.1.t12166-RA	1095	917.336	0	0
nHd.2.3.1.t13059-RA	1182	1004.34	3	0.0165533
nHd.2.3.1.t15682-RA	789	611.378	289	2.61957
nHd.2.3.1.t12180-RA	1446	1268.34	5	0.0218463
nHd.2.3.1.t16115-RA	1272	1094.34	2835	14.3564
nHd.2.3.1.t14993-RA	813	635.366	0	0
nHd.2.3.1.t18466-RA	1005	827.336	2265	15.1715
nHd.2.3.1.t20073-RA	849	671.366	0	0
nHd.2.3.1.t17627-RA	294	124.527	294.503	13.106
nHd.2.3.1.t19197-RA	490	312.967	123.694	2.19023
nHd.2.3.1.t02777-RA	2517	2339.34	697.751	1.65291
nHd.2.3.1.t08844-RA	495	317.911	324	5.64784
nHd.2.3.1.t13257-RA	5850	5672.34	87	0.0849962
nHd.2.3.1.t06603-RA	381	206.022	5371	144.472
nHd.2.3.1.t03390-RA	6720	6542.34	11012	9.32772
nHd.2.3.1.t15323-RA	546	368.657	175.41	2.63678
nHd.2.3.1.t14427-RA	1140	962.336	86.4844	0.498027
nHd.2.3.1.t00760-RA	1857	1679.34	753	2.48485
nHd.2.3.1.t09329-RA	3459	3281.34	3774.07	6.37385
nHd.2.3.1.t10980-RA	417	240.966	6837	157.236
nHd.2.3.1.t17602-RA	691	513.39	22	0.237475
nHd.2.3.1.t22465-RA	225	66.9313	636.07	52.6644
nHd.2.3.1.t14225-RA	1410	1232.34	1311.38	5.89712
nHd.2.3.1.t16505-RA	423	246.869	4114.81	92.3689
nHd.2.3.1.t01887-RA	381	206.022	3350	90.1099
nHd.2.3.1.t01433-RA	2199	2021.34	4094.79	11.2263
nHd.2.3.1.t12603-RA	2388	2210.34	11623	29.1408
nHd.2.3.1.t18857-RA	951	773.352	1	0.00716581
nHd.2.3.1.t05613-RA	270	103.426	18698.3	1001.88
nHd.2.3.1.t06940-RA	1917	1739.34	2214	7.05401
nHd.2.3.1.t06361-RA	4845	4667.34	11401	13.5368
nHd.2.3.1.t16225-RA	642	464.41	130.059	1.55197
nHd.2.3.1.t16140-RA	204	51.8192	2	0.213885
nHd.2.3.1.t01780-RA	201	49.7634	119	13.2519
nHd.2.3.1.t08987-RA	648	470.41	220.335	2.59567
nHd.2.3.1.t22372-RA	539	361.687	1715	26.2769
nHd.2.3.1.t09122-RA	504	326.878	655	11.1045
nHd.2.3.1.t13525-RA	2229	2051.34	1922.6	5.1939
nHd.2.3.1.t09819-RA	366	191.575	775	22.4184
nHd.2.3.1.t14564-RA	276	108.622	204	10.4077
nHd.2.3.1.t14798-RA	2802	2624.34	0	0
nHd.2.3.1.t22410-RA	246	83.4606	41.9699	2.78675
nHd.2.3.1.t14648-RA	447	270.451	272.496	5.58359
nHd.2.3.1.t22759-RA	546	368.657	569.696	8.56372
nHd.2.3.1.t11853-RA	660	482.4	3565	40.9538
nHd.2.3.1.t14013-RA	255	90.8522	3931	239.778
nHd.2.3.1.t05499-RA	1773	1595.34	5595	19.4352
nHd.2.3.1.t19277-RA	1926	1748.34	133.22	0.422266
nHd.2.3.1.t07169-RA	1647	1469.34	188	0.709053
nHd.2.3.1.t13659-RA	330	157.515	8235	289.724
nHd.2.3.1.t10085-RA	1605	1427.34	121.598	0.472108
nHd.2.3.1.t16204-RA	216	60.3528	2.22653	0.204443
nHd.2.3.1.t09421-RA	2589	2411.34	520	1.19505
nHd.2.3.1.t02900-RA	1146	968.336	44	0.251808
nHd.2.3.1.t03203-RA	774	596.378	3799	35.3012
nHd.2.3.1.t23010-RA	194	45.2013	25.4714	3.1228
nHd.2.3.1.t18131-RA	2096	1918.34	26.6107	0.0768729
nHd.2.3.1.t17737-RA	1317	1139.34	3	0.0145919
nHd.2.3.1.t08183-RA	252	88.374	10.2718	0.644116
nHd.2.3.1.t09605-RA	1872	1694.34	156040	510.363
nHd.2.3.1.t13353-RA	210	55.9812	0	0
nHd.2.3.1.t09071-RA	936	758.352	8613.94	62.9467
nHd.2.3.1.t03264-RA	927	749.352	10	0.0739531
nHd.2.3.1.t10042-RA	828	650.366	298	2.53922
nHd.2.3.1.t12225-RA	690	512.39	6	0.0648922
nHd.2.3.1.t02878-RA	1251	1073.34	6459	33.3481
nHd.2.3.1.t00937-RA	1842	1664.34	1427.35	4.7526
nHd.2.3.1.t12947-RA	1311	1133.34	4733	23.143
nHd.2.3.1.t00212-RA	1077	899.336	5029	30.9886
nHd.2.3.1.t22606-RA	224	66.1997	671	56.1706
nHd.2.3.1.t03533-RA	1065	887.336	19790	123.595
nHd.2.3.1.t20679-RA	255	90.8522	1734.73	105.813
nHd.2.3.1.t19429-RA	1781	1603.34	2433.17	8.40989
nHd.2.3.1.t06091-RA	4269	4091.34	14445	19.5657
nHd.2.3.1.t07076-RA	1305	1127.34	7488	36.809
nHd.2.3.1.t14466-RA	846	668.366	24	0.198994
nHd.2.3.1.t05052-RA	1476	1298.34	7124	30.4074
nHd.2.3.1.t12416-RA	984	806.336	2643	18.1645
nHd.2.3.1.t19232-RA	430	253.738	46.8612	1.02346
nHd.2.3.1.t16927-RA	2169	1991.34	159	0.442481
nHd.2.3.1.t22185-RA	441	264.52	746	15.6287
nHd.2.3.1.t18766-RA	309	138.12	2	0.0802444
nHd.2.3.1.t20660-RA	61	22.4529	101	24.9282
nHd.2.3.1.t21010-RA	255	90.8522	0	0
nHd.2.3.1.t02234-RA	780	602.378	6074	55.8788
nHd.2.3.1.t22337-RA	291	121.863	125	5.68434
nHd.2.3.1.t14174-RA	12486	12308.3	72228	32.5198
nHd.2.3.1.t00026-RA	387	211.829	0	0
nHd.2.3.1.t16929-RA	228	69.2359	5	0.400203
nHd.2.3.1.t14525-RA	1254	1076.34	26	0.133865
nHd.2.3.1.t13847-RA	3483	3305.34	42012	70.4368
nHd.2.3.1.t00191-RA	789	611.378	1261	11.43
nHd.2.3.1.t05605-RA	1056	878.336	5575	35.1744
nHd.2.3.1.t03656-RA	2010	1832.34	3	0.00907315
nHd.2.3.1.t12007-RA	2364	2186.34	16	0.0405551
nHd.2.3.1.t02412-RA	2754	2576.34	9361	20.1355
nHd.2.3.1.t10552-RA	504	326.878	4065	68.9155
nHd.2.3.1.t11617-RA	2481	2303.34	1494	3.59447
